laus_code,state_fips,county_fips,county,state,year,labor_force,num_employed,num_unemployed,unemp_rate
CN4717700000000,47,177,Warren County,TN,2016,17791,16928,863,4.9
CN4717900000000,47,179,Washington County,TN,2016,58468,55604,2864,4.9
CN4718100000000,47,181,Wayne County,TN,2016,6100,5691,409,6.7
CN4718300000000,47,183,Weakley County,TN,2016,15769,14812,957,6.1
CN4718500000000,47,185,White County,TN,2016,11738,11140,598,5.1
CN4718700000000,47,187,Williamson County,TN,2016,111585,107712,3873,3.5
CN4718900000000,47,189,Wilson County,TN,2016,66996,64377,2619,3.9
CN4800100000000,48,1,Anderson County,TX,2016,23751,22733,1018,4.3
CN4800300000000,48,3,Andrews County,TX,2016,8639,8222,417,4.8
CN4800500000000,48,5,Angelina County,TX,2016,36713,34515,2198,6
CN4800700000000,48,7,Aransas County,TX,2016,10016,9442,574,5.7
CN4800900000000,48,9,Archer County,TX,2016,4074,3893,181,4.4
CN4801100000000,48,11,Armstrong County,TX,2016,973,946,27,2.8
CN4801300000000,48,13,Atascosa County,TX,2016,21133,20006,1127,5.3
CN4801500000000,48,15,Austin County,TX,2016,14128,13375,753,5.3
CN4801700000000,48,17,Bailey County,TX,2016,2707,2588,119,4.4
CN4801900000000,48,19,Bandera County,TX,2016,9402,9014,388,4.1
CN4802100000000,48,21,Bastrop County,TX,2016,38735,37292,1443,3.7
CN4802300000000,48,23,Baylor County,TX,2016,1604,1546,58,3.6
CN4802500000000,48,25,Bee County,TX,2016,10272,9481,791,7.7
CN4802700000000,48,27,Bell County,TX,2016,140722,134490,6232,4.4
CN4802900000000,48,29,Bexar County,TX,2016,902623,869025,33598,3.7
CN4803100000000,48,31,Blanco County,TX,2016,5894,5714,180,3.1
CN4803300000000,48,33,Borden County,TX,2016,391,377,14,3.6
CN4803500000000,48,35,Bosque County,TX,2016,8162,7807,355,4.3
CN4803700000000,48,37,Bowie County,TX,2016,39529,37660,1869,4.7
CN4803900000000,48,39,Brazoria County,TX,2016,168419,159717,8702,5.2
CN4804100000000,48,41,Brazos County,TX,2016,110420,106643,3777,3.4
CN4804300000000,48,43,Brewster County,TX,2016,3968,3818,150,3.8
CN4804500000000,48,45,Briscoe County,TX,2016,549,525,24,4.4
CN4804700000000,48,47,Brooks County,TX,2016,2420,2133,287,11.9
CN4804900000000,48,49,Brown County,TX,2016,16077,15377,700,4.4
CN4805100000000,48,51,Burleson County,TX,2016,7876,7507,369,4.7
CN4805300000000,48,53,Burnet County,TX,2016,21848,21091,757,3.5
CN4805500000000,48,55,Caldwell County,TX,2016,18010,17236,774,4.3
CN4805700000000,48,57,Calhoun County,TX,2016,10815,10213,602,5.6
CN4805900000000,48,59,Callahan County,TX,2016,5709,5463,246,4.3
CN4806100000000,48,61,Cameron County,TX,2016,166061,154098,11963,7.2
CN4806300000000,48,63,Camp County,TX,2016,5039,4696,343,6.8
CN4806500000000,48,65,Carson County,TX,2016,3065,2962,103,3.4
CN4806700000000,48,67,Cass County,TX,2016,12249,11353,896,7.3
CN4806900000000,48,69,Castro County,TX,2016,3502,3394,108,3.1
CN4807100000000,48,71,Chambers County,TX,2016,17991,16898,1093,6.1
CN4807300000000,48,73,Cherokee County,TX,2016,21117,20024,1093,5.2
CN4807500000000,48,75,Childress County,TX,2016,2958,2867,91,3.1
CN4807700000000,48,77,Clay County,TX,2016,4846,4630,216,4.5
CN4807900000000,48,79,Cochran County,TX,2016,1185,1119,66,5.6
CN4808100000000,48,81,Coke County,TX,2016,1424,1365,59,4.1
CN4808300000000,48,83,Coleman County,TX,2016,3061,2879,182,5.9
CN4808500000000,48,85,Collin County,TX,2016,506100,488282,17818,3.5
CN4808700000000,48,87,Collingsworth County,TX,2016,1212,1169,43,3.5
CN4808900000000,48,89,Colorado County,TX,2016,9758,9294,464,4.8
CN4809100000000,48,91,Comal County,TX,2016,63539,61229,2310,3.6
CN4809300000000,48,93,Comanche County,TX,2016,5327,5097,230,4.3
CN4809500000000,48,95,Concho County,TX,2016,1305,1258,47,3.6
CN4809700000000,48,97,Cooke County,TX,2016,18825,18063,762,4
CN4809900000000,48,99,Coryell County,TX,2016,25286,24141,1145,4.5
CN4810100000000,48,101,Cottle County,TX,2016,539,510,29,5.4
CN4810300000000,48,103,Crane County,TX,2016,1772,1622,150,8.5
CN4810500000000,48,105,Crockett County,TX,2016,1726,1594,132,7.6
CN4810700000000,48,107,Crosby County,TX,2016,2633,2516,117,4.4
CN4810900000000,48,109,Culberson County,TX,2016,1071,1030,41,3.8
CN4811100000000,48,111,Dallam County,TX,2016,3998,3908,90,2.3
CN4811300000000,48,113,Dallas County,TX,2016,1305202,1253334,51868,4
CN4811500000000,48,115,Dawson County,TX,2016,4651,4412,239,5.1
CN4811700000000,48,117,Deaf Smith County,TX,2016,8614,8343,271,3.1
CN4811900000000,48,119,Delta County,TX,2016,2566,2464,102,4
CN4812100000000,48,121,Denton County,TX,2016,443801,428611,15190,3.4
CN4812300000000,48,123,DeWitt County,TX,2016,9376,8851,525,5.6
CN4812500000000,48,125,Dickens County,TX,2016,690,655,35,5.1
CN4812700000000,48,127,Dimmit County,TX,2016,6203,5759,444,7.2
CN4812900000000,48,129,Donley County,TX,2016,1554,1487,67,4.3
CN4813100000000,48,131,Duval County,TX,2016,4845,4305,540,11.1
CN4813300000000,48,133,Eastland County,TX,2016,7371,6966,405,5.5
CN4813500000000,48,135,Ector County,TX,2016,75790,70931,4859,6.4
CN4813700000000,48,137,Edwards County,TX,2016,857,815,42,4.9
CN4813900000000,48,139,Ellis County,TX,2016,83699,80557,3142,3.8
CN4814100000000,48,141,El Paso County,TX,2016,349468,332216,17252,4.9
CN4814300000000,48,143,Erath County,TX,2016,20168,19337,831,4.1
CN4814500000000,48,145,Falls County,TX,2016,6579,6284,295,4.5
CN4814700000000,48,147,Fannin County,TX,2016,15770,15174,596,3.8
CN4814900000000,48,149,Fayette County,TX,2016,12439,11977,462,3.7
CN4815100000000,48,151,Fisher County,TX,2016,1753,1675,78,4.4
CN4815300000000,48,153,Floyd County,TX,2016,2736,2594,142,5.2
CN4815500000000,48,155,Foard County,TX,2016,537,516,21,3.9
CN4815700000000,48,157,Fort Bend County,TX,2016,359594,341519,18075,5
CN4815900000000,48,159,Franklin County,TX,2016,4499,4274,225,5
CN4816100000000,48,161,Freestone County,TX,2016,6865,6394,471,6.9
CN4816300000000,48,163,Frio County,TX,2016,8711,8277,434,5
CN4816500000000,48,165,Gaines County,TX,2016,9094,8755,339,3.7
CN4816700000000,48,167,Galveston County,TX,2016,158813,150357,8456,5.3
CN4816900000000,48,169,Garza County,TX,2016,2122,2039,83,3.9
CN4817100000000,48,171,Gillespie County,TX,2016,12923,12555,368,2.8
CN4817300000000,48,173,Glasscock County,TX,2016,755,726,29,3.8
CN4817500000000,48,175,Goliad County,TX,2016,3345,3151,194,5.8
CN4817700000000,48,177,Gonzales County,TX,2016,9531,9121,410,4.3
CN4817900000000,48,179,Gray County,TX,2016,8475,7882,593,7
CN4818100000000,48,181,Grayson County,TX,2016,60832,58492,2340,3.8
CN4818300000000,48,183,Gregg County,TX,2016,58377,54821,3556,6.1
CN4818500000000,48,185,Grimes County,TX,2016,11000,10264,736,6.7
CN4818700000000,48,187,Guadalupe County,TX,2016,74988,72296,2692,3.6
CN4818900000000,48,189,Hale County,TX,2016,12554,11839,715,5.7
CN4819100000000,48,191,Hall County,TX,2016,1146,1065,81,7.1
CN4819300000000,48,193,Hamilton County,TX,2016,3591,3414,177,4.9
CN4819500000000,48,195,Hansford County,TX,2016,2961,2868,93,3.1
CN4819700000000,48,197,Hardeman County,TX,2016,1607,1544,63,3.9
CN4819900000000,48,199,Hardin County,TX,2016,24875,23348,1527,6.1
CN4820100000000,48,201,Harris County,TX,2016,2255093,2136068,119025,5.3
CN4820300000000,48,203,Harrison County,TX,2016,29862,28055,1807,6.1
CN4820500000000,48,205,Hartley County,TX,2016,3004,2939,65,2.2
CN4820700000000,48,207,Haskell County,TX,2016,2519,2408,111,4.4
CN4820900000000,48,209,Hays County,TX,2016,101898,98498,3400,3.3
CN4821100000000,48,211,Hemphill County,TX,2016,2117,2037,80,3.8
CN4821300000000,48,213,Henderson County,TX,2016,35199,33540,1659,4.7
CN4821500000000,48,215,Hidalgo County,TX,2016,335276,308973,26303,7.8
CN4821700000000,48,217,Hill County,TX,2016,15804,15100,704,4.5
CN4821900000000,48,219,Hockley County,TX,2016,11140,10621,519,4.7
CN4822100000000,48,221,Hood County,TX,2016,24984,23801,1183,4.7
CN4822300000000,48,223,Hopkins County,TX,2016,17241,16543,698,4
CN4822500000000,48,225,Houston County,TX,2016,10381,9909,472,4.5
CN4822700000000,48,227,Howard County,TX,2016,13169,12429,740,5.6
CN4822900000000,48,229,Hudspeth County,TX,2016,1298,1211,87,6.7
CN4823100000000,48,231,Hunt County,TX,2016,40082,38369,1713,4.3
CN4823300000000,48,233,Hutchinson County,TX,2016,9652,9109,543,5.6
CN4823500000000,48,235,Irion County,TX,2016,781,756,25,3.2
CN4823700000000,48,237,Jack County,TX,2016,3918,3727,191,4.9
CN4823900000000,48,239,Jackson County,TX,2016,7246,6900,346,4.8
CN4824100000000,48,241,Jasper County,TX,2016,13406,12358,1048,7.8
CN4824300000000,48,243,Jeff Davis County,TX,2016,1060,1029,31,2.9
CN4824500000000,48,245,Jefferson County,TX,2016,106985,99453,7532,7
CN4824700000000,48,247,Jim Hogg County,TX,2016,1934,1749,185,9.6
CN4824900000000,48,249,Jim Wells County,TX,2016,17313,15469,1844,10.7
CN4825100000000,48,251,Johnson County,TX,2016,75584,72299,3285,4.3
CN4825300000000,48,253,Jones County,TX,2016,5627,5297,330,5.9
CN4825500000000,48,255,Karnes County,TX,2016,6259,5954,305,4.9
CN4825700000000,48,257,Kaufman County,TX,2016,56920,54765,2155,3.8
CN4825900000000,48,259,Kendall County,TX,2016,19565,18934,631,3.2
CN4826100000000,48,261,Kenedy County,TX,2016,212,201,11,5.2
CN4826300000000,48,263,Kent County,TX,2016,465,451,14,3
CN4826500000000,48,265,Kerr County,TX,2016,21236,20472,764,3.6
CN4826700000000,48,267,Kimble County,TX,2016,1933,1857,76,3.9
CN4826900000000,48,269,King County,TX,2016,177,170,7,4
CN4827100000000,48,271,Kinney County,TX,2016,1166,1096,70,6
CN4827300000000,48,273,Kleberg County,TX,2016,14052,13085,967,6.9
CN4827500000000,48,275,Knox County,TX,2016,1596,1526,70,4.4
CN4827700000000,48,277,Lamar County,TX,2016,23186,22109,1077,4.6
CN4827900000000,48,279,Lamb County,TX,2016,5215,4873,342,6.6
CN4828100000000,48,281,Lampasas County,TX,2016,9307,8925,382,4.1
CN4828300000000,48,283,La Salle County,TX,2016,3891,3687,204,5.2
CN4828500000000,48,285,Lavaca County,TX,2016,8699,8325,374,4.3
CN4828700000000,48,287,Lee County,TX,2016,9228,8878,350,3.8
CN4828900000000,48,289,Leon County,TX,2016,6463,6038,425,6.6
CN4829100000000,48,291,Liberty County,TX,2016,31191,28833,2358,7.6
CN4829300000000,48,293,Limestone County,TX,2016,8223,7752,471,5.7
CN4829500000000,48,295,Lipscomb County,TX,2016,1654,1578,76,4.6
CN4829700000000,48,297,Live Oak County,TX,2016,5176,4863,313,6
CN4829900000000,48,299,Llano County,TX,2016,8218,7877,341,4.1
CN4830100000000,48,301,Loving County,TX,2016,92,88,4,4.3
CN4830300000000,48,303,Lubbock County,TX,2016,152876,147693,5183,3.4
CN4830500000000,48,305,Lynn County,TX,2016,2757,2646,111,4
CN4830700000000,48,307,McCulloch County,TX,2016,3703,3531,172,4.6
CN4830900000000,48,309,McLennan County,TX,2016,115341,110755,4586,4
CN4831100000000,48,311,McMullen County,TX,2016,871,852,19,2.2
CN4831300000000,48,313,Madison County,TX,2016,4719,4476,243,5.1
CN4831500000000,48,315,Marion County,TX,2016,4317,4011,306,7.1
CN4831700000000,48,317,Martin County,TX,2016,2457,2348,109,4.4
CN4831900000000,48,319,Mason County,TX,2016,1777,1711,66,3.7
CN4832100000000,48,321,Matagorda County,TX,2016,16833,15587,1246,7.4
CN4832300000000,48,323,Maverick County,TX,2016,24087,21366,2721,11.3
CN4832500000000,48,325,Medina County,TX,2016,20893,19969,924,4.4
CN4832700000000,48,327,Menard County,TX,2016,822,784,38,4.6
CN4832900000000,48,329,Midland County,TX,2016,84612,80872,3740,4.4
CN4833100000000,48,331,Milam County,TX,2016,10275,9738,537,5.2
CN4833300000000,48,333,Mills County,TX,2016,1916,1835,81,4.2
CN4833500000000,48,335,Mitchell County,TX,2016,2600,2412,188,7.2
CN4833700000000,48,337,Montague County,TX,2016,8963,8512,451,5
CN4833900000000,48,339,Montgomery County,TX,2016,260658,247815,12843,4.9
CN4834100000000,48,341,Moore County,TX,2016,11176,10841,335,3
CN4834300000000,48,343,Morris County,TX,2016,4898,4359,539,11
CN4834500000000,48,345,Motley County,TX,2016,508,489,19,3.7
CN4834700000000,48,347,Nacogdoches County,TX,2016,28621,27273,1348,4.7
CN4834900000000,48,349,Navarro County,TX,2016,22692,21734,958,4.2
CN4835100000000,48,351,Newton County,TX,2016,5334,4904,430,8.1
CN4835300000000,48,353,Nolan County,TX,2016,6847,6514,333,4.9
CN4835500000000,48,355,Nueces County,TX,2016,165431,156013,9418,5.7
CN4835700000000,48,357,Ochiltree County,TX,2016,4680,4429,251,5.4
CN4835900000000,48,359,Oldham County,TX,2016,908,881,27,3
CN4836100000000,48,361,Orange County,TX,2016,36931,34433,2498,6.8
CN4836300000000,48,363,Palo Pinto County,TX,2016,13233,12498,735,5.6
CN4836500000000,48,365,Panola County,TX,2016,10090,9344,746,7.4
CN4836700000000,48,367,Parker County,TX,2016,60534,58055,2479,4.1
CN4836900000000,48,369,Parmer County,TX,2016,4916,4792,124,2.5
CN4837100000000,48,371,Pecos County,TX,2016,6456,6073,383,5.9
CN4837300000000,48,373,Polk County,TX,2016,17289,16194,1095,6.3
CN4837500000000,48,375,Potter County,TX,2016,56795,54898,1897,3.3
CN4837700000000,48,377,Presidio County,TX,2016,3070,2741,329,10.7
CN4837900000000,48,379,Rains County,TX,2016,5510,5288,222,4
CN4838100000000,48,381,Randall County,TX,2016,69711,67637,2074,3
CN4838300000000,48,383,Reagan County,TX,2016,1675,1564,111,6.6
CN4838500000000,48,385,Real County,TX,2016,1027,968,59,5.7
CN4838700000000,48,387,Red River County,TX,2016,5030,4735,295,5.9
CN4838900000000,48,389,Reeves County,TX,2016,5892,5564,328,5.6
CN4839100000000,48,391,Refugio County,TX,2016,3108,2896,212,6.8
CN4839300000000,48,393,Roberts County,TX,2016,428,408,20,4.7
CN4839500000000,48,395,Robertson County,TX,2016,7332,6963,369,5
CN4839700000000,48,397,Rockwall County,TX,2016,46423,44794,1629,3.5
CN4839900000000,48,399,Runnels County,TX,2016,4652,4462,190,4.1
CN4840100000000,48,401,Rusk County,TX,2016,22463,21153,1310,5.8
CN4840300000000,48,403,Sabine County,TX,2016,3461,3128,333,9.6
CN4840500000000,48,405,San Augustine County,TX,2016,2822,2564,258,9.1
CN4840700000000,48,407,San Jacinto County,TX,2016,11413,10690,723,6.3
CN4840900000000,48,409,San Patricio County,TX,2016,30202,27916,2286,7.6
CN4841100000000,48,411,San Saba County,TX,2016,2440,2356,84,3.4
CN4841300000000,48,413,Schleicher County,TX,2016,1377,1299,78,5.7
CN4841500000000,48,415,Scurry County,TX,2016,7463,7021,442,5.9
CN4841700000000,48,417,Shackelford County,TX,2016,1889,1816,73,3.9
CN4841900000000,48,419,Shelby County,TX,2016,11048,10384,664,6
CN4842100000000,48,421,Sherman County,TX,2016,1350,1311,39,2.9
CN4842300000000,48,423,Smith County,TX,2016,105569,100827,4742,4.5
CN4842500000000,48,425,Somervell County,TX,2016,4172,3974,198,4.7
CN4842700000000,48,427,Starr County,TX,2016,26266,22687,3579,13.6
CN4842900000000,48,429,Stephens County,TX,2016,3979,3770,209,5.3
CN4843100000000,48,431,Sterling County,TX,2016,664,636,28,4.2
CN4843300000000,48,433,Stonewall County,TX,2016,626,597,29,4.6
CN4843500000000,48,435,Sutton County,TX,2016,1579,1452,127,8
CN4843700000000,48,437,Swisher County,TX,2016,2703,2587,116,4.3
CN4843900000000,48,439,Tarrant County,TX,2016,1008020,968246,39774,3.9
CN4844100000000,48,441,Taylor County,TX,2016,63169,60804,2365,3.7
CN4844300000000,48,443,Terrell County,TX,2016,418,401,17,4.1
CN4844500000000,48,445,Terry County,TX,2016,5381,5119,262,4.9
CN4844700000000,48,447,Throckmorton County,TX,2016,764,736,28,3.7
CN4844900000000,48,449,Titus County,TX,2016,12879,12076,803,6.2
CN4845100000000,48,451,Tom Green County,TX,2016,54206,51764,2442,4.5
CN4845300000000,48,453,Travis County,TX,2016,678367,657085,21282,3.1
CN4845500000000,48,455,Trinity County,TX,2016,5460,5116,344,6.3
CN4845700000000,48,457,Tyler County,TX,2016,7191,6645,546,7.6
CN4845900000000,48,459,Upshur County,TX,2016,17708,16559,1149,6.5
CN4846100000000,48,461,Upton County,TX,2016,1583,1498,85,5.4
CN4846300000000,48,463,Uvalde County,TX,2016,11778,11150,628,5.3
CN4846500000000,48,465,Val Verde County,TX,2016,19968,18701,1267,6.3
CN4846700000000,48,467,Van Zandt County,TX,2016,24738,23675,1063,4.3
CN4846900000000,48,469,Victoria County,TX,2016,43919,41558,2361,5.4
CN4847100000000,48,471,Walker County,TX,2016,23663,22414,1249,5.3
CN4847300000000,48,473,Waller County,TX,2016,21841,20605,1236,5.7
CN4847500000000,48,475,Ward County,TX,2016,5340,5030,310,5.8
CN4847700000000,48,477,Washington County,TX,2016,14990,14221,769,5.1
CN4847900000000,48,479,Webb County,TX,2016,113533,107977,5556,4.9
CN4848100000000,48,481,Wharton County,TX,2016,21009,19954,1055,5
CN4848300000000,48,483,Wheeler County,TX,2016,2484,2359,125,5
CN4848500000000,48,485,Wichita County,TX,2016,55044,52629,2415,4.4
CN4848700000000,48,487,Wilbarger County,TX,2016,5035,4795,240,4.8
CN4848900000000,48,489,Willacy County,TX,2016,6500,5695,805,12.4
CN4849100000000,48,491,Williamson County,TX,2016,273363,264238,9125,3.3
CN4849300000000,48,493,Wilson County,TX,2016,23583,22664,919,3.9
CN4849500000000,48,495,Winkler County,TX,2016,3027,2789,238,7.9
CN4849700000000,48,497,Wise County,TX,2016,29155,27769,1386,4.8
CN4849900000000,48,499,Wood County,TX,2016,17127,16222,905,5.3
CN4850100000000,48,501,Yoakum County,TX,2016,3739,3562,177,4.7
CN4850300000000,48,503,Young County,TX,2016,8324,7955,369,4.4
CN4850500000000,48,505,Zapata County,TX,2016,5100,4539,561,11
CN4850700000000,48,507,Zavala County,TX,2016,3893,3344,549,14.1
CN4900100000000,49,1,Beaver County,UT,2016,3088,2935,153,5
CN4900300000000,49,3,Box Elder County,UT,2016,24694,23837,857,3.5
CN4900500000000,49,5,Cache County,UT,2016,61443,59562,1881,3.1
CN4900700000000,49,7,Carbon County,UT,2016,8384,7886,498,5.9
CN4900900000000,49,9,Daggett County,UT,2016,474,451,23,4.9
CN4901100000000,49,11,Davis County,UT,2016,164656,159474,5182,3.1
CN4901300000000,49,13,Duchesne County,UT,2016,8158,7428,730,8.9
CN4901500000000,49,15,Emery County,UT,2016,4284,4012,272,6.3
CN4901700000000,49,17,Garfield County,UT,2016,2780,2547,233,8.4
CN4901900000000,49,19,Grand County,UT,2016,5773,5436,337,5.8
CN4902100000000,49,21,Iron County,UT,2016,21491,20561,930,4.3
CN4902300000000,49,23,Juab County,UT,2016,5178,4991,187,3.6
CN4902500000000,49,25,Kane County,UT,2016,3685,3545,140,3.8
CN4902700000000,49,27,Millard County,UT,2016,6275,6066,209,3.3
CN4902900000000,49,29,Morgan County,UT,2016,5077,4926,151,3
CN4903100000000,49,31,Piute County,UT,2016,463,435,28,6
CN4903300000000,49,33,Rich County,UT,2016,1111,1076,35,3.2
CN4903500000000,49,35,Salt Lake County,UT,2016,605535,586393,19142,3.2
CN4903700000000,49,37,San Juan County,UT,2016,5696,5242,454,8
CN4903900000000,49,39,Sanpete County,UT,2016,11837,11370,467,3.9
CN4904100000000,49,41,Sevier County,UT,2016,9641,9220,421,4.4
CN4904300000000,49,43,Summit County,UT,2016,24030,23285,745,3.1
CN4904500000000,49,45,Tooele County,UT,2016,30519,29357,1162,3.8
CN4904700000000,49,47,Uintah County,UT,2016,14370,13033,1337,9.3
CN4904900000000,49,49,Utah County,UT,2016,279346,270835,8511,3
CN4905100000000,49,51,Wasatch County,UT,2016,13940,13477,463,3.3
CN4905300000000,49,53,Washington County,UT,2016,67474,64981,2493,3.7
CN4905500000000,49,55,Wayne County,UT,2016,1439,1328,111,7.7
CN4905700000000,49,57,Weber County,UT,2016,120626,116016,4610,3.8
CN5000100000000,50,1,Addison County,VT,2016,20977,20332,645,3.1
CN5000300000000,50,3,Bennington County,VT,2016,18474,17770,704,3.8
CN5000500000000,50,5,Caledonia County,VT,2016,15008,14388,620,4.1
CN5000700000000,50,7,Chittenden County,VT,2016,95198,92845,2353,2.5
CN5000900000000,50,9,Essex County,VT,2016,2717,2558,159,5.9
CN5001100000000,50,11,Franklin County,VT,2016,27347,26480,867,3.2
CN5001300000000,50,13,Grand Isle County,VT,2016,3955,3798,157,4
CN5001500000000,50,15,Lamoille County,VT,2016,13853,13254,599,4.3
CN5001700000000,50,17,Orange County,VT,2016,15895,15400,495,3.1
CN5001900000000,50,19,Orleans County,VT,2016,13553,12844,709,5.2
CN5002100000000,50,21,Rutland County,VT,2016,31152,29941,1211,3.9
CN5002300000000,50,23,Washington County,VT,2016,34013,32923,1090,3.2
CN5002500000000,50,25,Windham County,VT,2016,23330,22552,778,3.3
CN5002700000000,50,27,Windsor County,VT,2016,29417,28552,865,2.9
CN5100100000000,51,1,Accomack County,VA,2016,15799,15038,761,4.8
CN5100300000000,51,3,Albemarle County,VA,2016,54092,52200,1892,3.5
CN5100500000000,51,5,Alleghany County,VA,2016,6922,6571,351,5.1
CN5100700000000,51,7,Amelia County,VA,2016,6226,5965,261,4.2
CN5100900000000,51,9,Amherst County,VA,2016,15140,14482,658,4.3
CN5101100000000,51,11,Appomattox County,VA,2016,6974,6652,322,4.6
CN5101300000000,51,13,Arlington County,VA,2016,146487,142702,3785,2.6
CN5101500000000,51,15,Augusta County,VA,2016,36855,35521,1334,3.6
CN5101700000000,51,17,Bath County,VA,2016,2502,2410,92,3.7
CN5101900000000,51,19,Bedford County,VA,2016,37890,36353,1537,4.1
CN5102100000000,51,21,Bland County,VA,2016,2747,2603,144,5.2
CN5102300000000,51,23,Botetourt County,VA,2016,17398,16769,629,3.6
CN5102500000000,51,25,Brunswick County,VA,2016,6246,5870,376,6
CN5102700000000,51,27,Buchanan County,VA,2016,6826,6090,736,10.8
CN5102900000000,51,29,Buckingham County,VA,2016,6285,5949,336,5.3
CN5103100000000,51,31,Campbell County,VA,2016,26026,24885,1141,4.4
CN5103300000000,51,33,Caroline County,VA,2016,14841,14192,649,4.4
CN5103500000000,51,35,Carroll County,VA,2016,12928,12264,664,5.1
CN5103600000000,51,36,Charles City County,VA,2016,3726,3557,169,4.5
CN5103700000000,51,37,Charlotte County,VA,2016,5253,4989,264,5
CN5104100000000,51,41,Chesterfield County,VA,2016,180031,173141,6890,3.8
CN5104300000000,51,43,Clarke County,VA,2016,7457,7196,261,3.5
CN5104500000000,51,45,Craig County,VA,2016,2370,2259,111,4.7
CN5104700000000,51,47,Culpeper County,VA,2016,23235,22346,889,3.8
CN5104900000000,51,49,Cumberland County,VA,2016,4605,4394,211,4.6
CN5105100000000,51,51,Dickenson County,VA,2016,4535,4084,451,9.9
CN5105300000000,51,53,Dinwiddie County,VA,2016,13379,12733,646,4.8
CN5105700000000,51,57,Essex County,VA,2016,5516,5250,266,4.8
CN5105900000000,51,59,Fairfax County,VA,2016,621364,601617,19747,3.2
CN5106100000000,51,61,Fauquier County,VA,2016,35922,34687,1235,3.4
CN5106300000000,51,63,Floyd County,VA,2016,8226,7900,326,4
CN5106500000000,51,65,Fluvanna County,VA,2016,13223,12783,440,3.3
CN5106700000000,51,67,Franklin County,VA,2016,26435,25309,1126,4.3
CN5106900000000,51,69,Frederick County,VA,2016,44971,43415,1556,3.5
CN5107100000000,51,71,Giles County,VA,2016,7956,7534,422,5.3
CN5107300000000,51,73,Gloucester County,VA,2016,19019,18324,695,3.7
CN5107500000000,51,75,Goochland County,VA,2016,10694,10293,401,3.7
CN5107700000000,51,77,Grayson County,VA,2016,7034,6665,369,5.2
CN5107900000000,51,79,Greene County,VA,2016,9866,9549,317,3.2
CN5108100000000,51,81,Greensville County,VA,2016,4186,3971,215,5.1
CN5108300000000,51,83,Halifax County,VA,2016,14904,14042,862,5.8
CN5108500000000,51,85,Hanover County,VA,2016,56875,54896,1979,3.5
CN5108700000000,51,87,Henrico County,VA,2016,179138,172258,6880,3.8
CN5108900000000,51,89,Henry County,VA,2016,22095,20866,1229,5.6
CN5109100000000,51,91,Highland County,VA,2016,1300,1259,41,3.2
CN5109300000000,51,93,Isle of Wight County,VA,2016,18750,17940,810,4.3
CN5109500000000,51,95,James City County,VA,2016,34206,32883,1323,3.9
CN5109700000000,51,97,King and Queen County,VA,2016,3613,3462,151,4.2
CN5109900000000,51,99,King George County,VA,2016,12268,11756,512,4.2
CN5110100000000,51,101,King William County,VA,2016,8761,8435,326,3.7
CN5110300000000,51,103,Lancaster County,VA,2016,5100,4814,286,5.6
CN5110500000000,51,105,Lee County,VA,2016,8479,7902,577,6.8
CN5110700000000,51,107,Loudoun County,VA,2016,202652,196245,6407,3.2
CN5110900000000,51,109,Louisa County,VA,2016,18457,17762,695,3.8
CN5111100000000,51,111,Lunenburg County,VA,2016,5252,5011,241,4.6
CN5111300000000,51,113,Madison County,VA,2016,7182,6961,221,3.1
CN5111500000000,51,115,Mathews County,VA,2016,4067,3906,161,4
CN5111700000000,51,117,Mecklenburg County,VA,2016,12420,11722,698,5.6
CN5111900000000,51,119,Middlesex County,VA,2016,4985,4797,188,3.8
CN5112100000000,51,121,Montgomery County,VA,2016,49782,47776,2006,4
CN5112500000000,51,125,Nelson County,VA,2016,7223,6966,257,3.6
CN5112700000000,51,127,New Kent County,VA,2016,11325,10942,383,3.4
CN5113100000000,51,131,Northampton County,VA,2016,5905,5567,338,5.7
CN5113300000000,51,133,Northumberland County,VA,2016,5452,5157,295,5.4
CN5113500000000,51,135,Nottoway County,VA,2016,7050,6772,278,3.9
CN5113700000000,51,137,Orange County,VA,2016,16375,15717,658,4
CN5113900000000,51,139,Page County,VA,2016,11534,10893,641,5.6
CN5114100000000,51,141,Patrick County,VA,2016,8034,7648,386,4.8
CN5114300000000,51,143,Pittsylvania County,VA,2016,29629,28231,1398,4.7
CN5114500000000,51,145,Powhatan County,VA,2016,13523,13043,480,3.5
CN5114700000000,51,147,Prince Edward County,VA,2016,10140,9599,541,5.3
CN5114900000000,51,149,Prince George County,VA,2016,15022,14301,721,4.8
CN5115300000000,51,153,Prince William County,VA,2016,234139,225737,8402,3.6
CN5115500000000,51,155,Pulaski County,VA,2016,16498,15539,959,5.8
CN5115700000000,51,157,Rappahannock County,VA,2016,3720,3590,130,3.5
CN5115900000000,51,159,Richmond County,VA,2016,3897,3752,145,3.7
CN5116100000000,51,161,Roanoke County,VA,2016,49286,47539,1747,3.5
CN5116300000000,51,163,Rockbridge County,VA,2016,10336,9880,456,4.4
CN5116500000000,51,165,Rockingham County,VA,2016,40447,39048,1399,3.5
CN5116700000000,51,167,Russell County,VA,2016,11162,10439,723,6.5
CN5116900000000,51,169,Scott County,VA,2016,9471,9014,457,4.8
CN5117100000000,51,171,Shenandoah County,VA,2016,20845,20068,777,3.7
CN5117300000000,51,173,Smyth County,VA,2016,13728,12936,792,5.8
